dataset,image_id,candidate_pixels,candidate_pixels_selected_k,candidate_target_leakage_pixels,candidate_far_bg_ratio,candidate_high_evidence_mean,candidate_ohem_overlap_fraction,target_dilate_pixels,far_bg_pixels
NUDT-SIRST,000488,654,654,0,1.0,1.0148963156098034e-05,0.9406528189910979,504,65032
NUDT-SIRST,000413,655,655,0,1.0,3.7097735912539065e-05,0.975867269984917,671,64865
NUDT-SIRST,000700,654,654,0,1.0,2.0024094737891573e-07,0.8793103448275862,720,64816
NUDT-SIRST,000854,655,655,0,1.0,3.2166972232516855e-06,0.9321533923303835,358,65178
NUDT-SIRST,000217,654,654,0,1.0,6.459206929321226e-07,0.7991746905089409,806,64730
NUDT-SIRST,000101,655,655,0,1.0,7.162112888181582e-05,0.9040697674418605,646,64890
NUDT-SIRST,000518,654,654,0,1.0,1.7802827642299235e-05,0.8242677824267782,1201,64335
NUDT-SIRST,000578,654,654,0,1.0,0.0002890428004320711,0.9150805270863837,667,64869
NUDT-SIRST,000950,654,654,0,1.0,5.7994860981125385e-05,0.8874458874458875,587,64949
NUDT-SIRST,000031,655,655,0,1.0,4.024390818813117e-06,0.9208211143695014,578,64958
NUDT-SIRST,000888,654,654,0,1.0,2.616420033518807e-06,0.8293706293706293,579,64957
NUDT-SIRST,000256,654,654,0,1.0,3.0342732770805014e-06,0.9235294117647059,1129,64407
NUDT-SIRST,000419,655,655,0,1.0,4.1411899474042e-06,0.8296089385474861,608,64928
NUDT-SIRST,000035,655,655,0,1.0,7.359391929639969e-06,0.975867269984917,289,65247
NUDT-SIRST,000872,654,654,0,1.0,6.272845894272905e-06,0.8685714285714285,698,64838
NUDT-SIRST,001147,655,655,0,1.0,7.53247661577916e-07,0.9878603945371776,289,65247
NUDT-SIRST,001033,655,655,0,1.0,1.4511800145555753e-05,0.882183908045977,553,64983
NUDT-SIRST,000991,654,654,0,1.0,1.3355255759961437e-05,0.871244635193133,612,64924
NUDT-SIRST,001113,655,655,0,1.0,1.886702079900715e-06,0.9378698224852071,289,65247
NUDT-SIRST,000884,655,655,0,1.0,1.0615954124659766e-05,0.8607954545454546,553,64983
NUDT-SIRST,001292,655,655,0,1.0,1.7108686733990908e-06,0.9068413391557496,334,65202
NUDT-SIRST,000235,654,654,0,1.0,1.8588904140415252e-06,0.9011627906976745,667,64869
NUDT-SIRST,000185,654,654,0,1.0,6.443338406825205e-06,0.8984034833091437,766,64770
NUDT-SIRST,000404,655,655,0,1.0,1.380734465783462e-05,0.8767908309455588,662,64874
NUDT-SIRST,001071,654,654,0,1.0,1.2926512681588065e-05,0.8579545454545454,612,64924
NUDT-SIRST,000340,655,655,0,1.0,2.595465957710985e-06,1.0,285,65251
NUDT-SIRST,000387,655,655,0,1.0,4.298659405321814e-06,0.9878603945371776,253,65283
NUDT-SIRST,000990,654,654,0,1.0,1.1043695849366486e-05,0.871244635193133,612,64924
NUDT-SIRST,000254,654,654,0,1.0,4.53330903837923e-06,0.8345021037868162,1213,64323
NUDT-SIRST,000953,654,654,0,1.0,4.003226786153391e-05,0.8191933240611962,768,64768
NUDT-SIRST,000770,655,655,0,1.0,2.470364506734768e-06,0.9208211143695014,321,65215
NUDT-SIRST,000241,654,654,0,1.0,8.56576025398681e-06,0.8874458874458875,1146,64390
NUDT-SIRST,000559,654,654,0,1.0,4.794558208232047e-06,0.963963963963964,484,65052
NUDT-SIRST,000357,655,655,0,1.0,1.93864366337948e-06,0.9878603945371776,285,65251
NUDT-SIRST,000905,654,654,0,1.0,1.1625532351899892e-05,0.8370786516853933,692,64844
NUDT-SIRST,000068,655,655,0,1.0,4.943519797961926e-07,0.9013062409288825,578,64958
NUDT-SIRST,000097,655,655,0,1.0,6.2565736698161345e-06,0.8848920863309353,660,64876
NUDT-SIRST,000108,655,655,0,1.0,9.781200787983835e-06,0.9669669669669669,324,65212
NUDT-SIRST,000618,655,655,0,1.0,2.908815076807514e-05,0.9581464872944694,367,65169
NUDT-SIRST,000982,654,654,0,1.0,4.608165909303352e-05,0.847457627118644,768,64768
NUDT-SIRST,000743,654,654,0,1.0,5.667351615556981e-06,0.9039301310043668,836,64700
NUDT-SIRST,000279,654,654,0,1.0,2.5715587526065065e-06,0.9178885630498533,576,64960
NUDT-SIRST,000824,654,654,0,1.0,1.15406623990566e-06,0.8191933240611962,710,64826
NUDT-SIRST,001058,654,654,0,1.0,1.1829603863589e-05,0.8579545454545454,627,64909
NUDT-SIRST,000681,654,654,0,1.0,1.0962589840346482e-05,0.9011627906976745,663,64873
NUDT-SIRST,001196,655,655,0,1.0,3.406803898542421e-06,0.9523099850968704,289,65247
NUDT-SIRST,001275,654,654,0,1.0,7.546332653873833e-06,0.9758308157099698,535,65001
NUDT-SIRST,000760,655,655,0,1.0,2.4001647034310736e-06,0.9350073855243722,568,64968
NUDT-SIRST,000089,655,655,0,1.0,4.5437432163453195e-06,0.8321678321678322,578,64958
NUDT-SIRST,000054,655,655,0,1.0,2.051916908385465e-06,0.8528995756718529,867,64669
NUDT-SIRST,000624,655,655,0,1.0,2.8419788122846512e-06,0.9096209912536443,660,64876
NUDT-SIRST,000987,655,655,0,1.0,1.9723969671758823e-05,0.8958031837916064,520,65016
NUDT-SIRST,001179,655,655,0,1.0,1.3166974213163485e-06,0.9581464872944694,289,65247
NUDT-SIRST,000338,655,655,0,1.0,1.4147740330372471e-06,0.9969512195121951,285,65251
NUDT-SIRST,000206,654,654,0,1.0,7.520366580138216e-06,0.8901734104046243,788,64748
NUDT-SIRST,000177,654,654,0,1.0,4.276929757907055e-06,0.8901734104046243,764,64772
NUDT-SIRST,000565,654,654,0,1.0,0.0032455334439873695,0.9435364041604755,612,64924
NUDT-SIRST,001134,655,655,0,1.0,4.1202014244845486e-07,0.9236417033773862,221,65315
NUDT-SIRST,000130,654,654,0,1.0,1.0855250138774863e-06,0.8116343490304709,724,64812
NUDT-SIRST,000952,654,654,0,1.0,2.8343143640086055e-05,0.7393617021276596,587,64949
NUDT-SIRST,001082,654,654,0,1.0,1.10133851194405e-05,0.7917808219178082,668,64868
NUDT-SIRST,000136,654,654,0,1.0,7.553049272246426e-06,0.8929088277858177,710,64826
NUDT-SIRST,000551,654,654,0,1.0,0.0017168199410662055,0.9580838323353293,536,65000
NUDT-SIRST,000288,654,654,0,1.0,2.3049167339195265e-06,0.9067055393586005,576,64960
NUDT-SIRST,000619,655,655,0,1.0,1.3084625152259832e-06,0.9407407407407408,322,65214
NUDT-SIRST,000852,654,654,0,1.0,9.650231049818103e-07,0.8500707213578501,770,64766
NUDT-SIRST,001165,655,655,0,1.0,4.6396743869081547e-07,0.9293078055964654,289,65247
NUDT-SIRST,000321,654,654,0,1.0,7.573573839181336e-06,0.8500707213578501,1117,64419
NUDT-SIRST,001231,655,655,0,1.0,5.744192321799346e-07,0.91800878477306,289,65247
NUDT-SIRST,000501,654,654,0,1.0,3.932887193514034e-05,0.8579545454545454,1109,64427
NUDT-SIRST,000393,655,655,0,1.0,2.658245193742914e-06,0.9939117199391172,285,65251
NUDT-SIRST,000372,655,655,0,1.0,3.5664230381371453e-05,0.9848484848484849,570,64966
NUDT-SIRST,000512,654,654,0,1.0,4.36900882050395e-05,0.8066298342541437,1238,64298
NUDT-SIRST,000424,653,653,0,1.0,1.3294207747094333e-05,0.7252311756935271,1284,64252
NUDT-SIRST,001211,655,655,0,1.0,2.563739599281689e-06,0.9494047619047619,289,65247
NUDT-SIRST,000977,654,654,0,1.0,6.55838375678286e-05,0.8685714285714285,611,64925
NUDT-SIRST,000580,654,654,0,1.0,2.7921849323320203e-05,0.9464285714285714,569,64967
NUDT-SIRST,000626,655,655,0,1.0,1.680833156569861e-05,0.9378698224852071,660,64876
NUDT-SIRST,000218,654,654,0,1.0,1.5300959148589754e-06,0.7675675675675676,822,64714
NUDT-SIRST,000451,654,654,0,1.0,4.694891231338261e-06,0.7771739130434783,1034,64502
NUDT-SIRST,000566,654,654,0,1.0,9.798970495467074e-06,0.9610194902548725,536,65000
NUDT-SIRST,000165,654,654,0,1.0,1.3697066378881573e-06,0.7967032967032966,730,64806
NUDT-SIRST,000964,654,654,0,1.0,2.9278076908667572e-05,0.8739255014326648,642,64894
NUDT-SIRST,000407,655,655,0,1.0,5.973970928607741e-06,0.9523099850968704,584,64952
NUDT-SIRST,000517,654,654,0,1.0,0.0012586871162056923,0.9178885630498533,569,64967
NUDT-SIRST,000572,654,654,0,1.0,1.7099322576541454e-05,0.9698795180722891,535,65001
NUDT-SIRST,001027,654,654,0,1.0,1.0907816431426909e-05,0.871244635193133,600,64936
NUDT-SIRST,001106,655,655,0,1.0,1.086321503862564e-06,0.9699248120300752,289,65247
NUDT-SIRST,000662,654,654,0,1.0,2.568814579717582e-06,0.847457627118644,696,64840
NUDT-SIRST,000102,655,655,0,1.0,6.21150029473938e-05,0.9465081723625557,323,65213
NUDT-SIRST,000776,655,655,0,1.0,9.672090754975216e-07,0.8903318903318903,658,64878
NUDT-SIRST,000160,654,654,0,1.0,1.6848306358951959e-06,0.8526912181303116,770,64766
NUDT-SIRST,000072,655,655,0,1.0,3.6084668408875586e-06,0.9581464872944694,289,65247
NUDT-SIRST,001062,654,654,0,1.0,1.064593561750371e-05,0.871244635193133,642,64894
NUDT-SIRST,000899,654,654,0,1.0,1.5331670510931872e-05,0.8685714285714285,630,64906
NUDT-SIRST,001091,654,654,0,1.0,0.00010112757445313036,0.8685714285714285,702,64834
NUDT-SIRST,000024,655,655,0,1.0,4.45433443019283e-06,0.9208211143695014,289,65247
NUDT-SIRST,000304,654,654,0,1.0,6.026552910043392e-06,0.9039301310043668,572,64964
NUDT-SIRST,000753,655,655,0,1.0,3.848967480735155e-06,0.9848484848484849,321,65215
NUDT-SIRST,000594,654,654,0,1.0,0.002592089818790555,0.9522388059701492,572,64964
NUDT-SIRST,000769,655,655,0,1.0,1.368765879306011e-06,0.9378698224852071,321,65215
NUDT-SIRST,000464,654,654,0,1.0,0.00010574461339274421,0.9122807017543859,553,64983
NUDT-SIRST,000044,655,655,0,1.0,1.011767835734645e-06,0.9552238805970149,289,65247
NUDT-SIRST,000007,655,655,0,1.0,7.1626127464696765e-06,0.9878603945371776,289,65247
NUDT-SIRST,000438,654,654,0,1.0,1.1649861335172318e-05,0.8242677824267782,1153,64383
NUDT-SIRST,001313,654,654,0,1.0,1.496214736107504e-05,0.9758308157099698,553,64983
NUDT-SIRST,000069,655,655,0,1.0,1.1118165275547653e-05,0.9152046783625731,867,64669
NUDT-SIRST,001187,655,655,0,1.0,1.3094587529849377e-06,0.9581464872944694,289,65247
NUDT-SIRST,000993,654,654,0,1.0,1.581509059178643e-05,0.8659058487874465,607,64929
NUDT-SIRST,000161,654,654,0,1.0,3.544508444974781e-06,0.8422535211267606,770,64766
NUDT-SIRST,000505,654,654,0,1.0,4.948779314872809e-05,0.920704845814978,594,64942
NUDT-SIRST,001290,655,655,0,1.0,1.5500891095143743e-05,0.9640179910044977,399,65137
NUDT-SIRST,000546,654,654,0,1.0,8.747590618440881e-05,0.9435364041604755,504,65032
NUDT-SIRST,000258,654,654,0,1.0,2.0475213204917964e-06,0.8847262247838616,1237,64299
NUDT-SIRST,001064,654,654,0,1.0,2.0799843696295284e-05,0.8041379310344827,702,64834
NUDT-SIRST,001228,655,655,0,1.0,1.6672544234097586e-06,0.9581464872944694,289,65247
NUDT-SIRST,001115,655,655,0,1.0,4.4425948431126017e-07,0.9124087591240876,289,65247
NUDT-SIRST,000674,654,654,0,1.0,7.3128803705913015e-06,0.9263622974963182,684,64852
NUDT-SIRST,001293,654,654,0,1.0,0.00014819188800174743,0.9758308157099698,537,64999
NUDT-SIRST,001269,654,654,0,1.0,4.972518945578486e-05,0.9235294117647059,587,64949
NUDT-SIRST,001172,655,655,0,1.0,1.4894613968863268e-06,0.9152046783625731,289,65247
NUDT-SIRST,001247,655,655,0,1.0,2.0915790628350805e-06,0.9321533923303835,289,65247
NUDT-SIRST,000667,654,654,0,1.0,4.763146080222214e-06,0.8929088277858177,698,64838
NUDT-SIRST,000641,655,655,0,1.0,1.0422887726235786e-06,0.8958031837916064,676,64860
NUDT-SIRST,000172,654,654,0,1.0,1.9063543277297867e-06,0.8319327731092437,733,64803
NUDT-SIRST,000503,654,654,0,1.0,0.00012686407717410475,0.8553191489361702,1141,64395
NUDT-SIRST,000181,654,654,0,1.0,6.998257617851777e-07,0.8422535211267606,778,64758
NUDT-SIRST,000726,654,654,0,1.0,0.00016923756629694253,0.8901734104046243,767,64769
NUDT-SIRST,000033,655,655,0,1.0,1.2858598665843601e-06,0.9523099850968704,289,65247
NUDT-SIRST,000437,654,654,0,1.0,4.1320789023302495e-05,0.9122807017543859,715,64821
NUDT-SIRST,001263,654,654,0,1.0,0.00014640869630966336,0.9464285714285714,715,64821
NUDT-SIRST,000989,654,654,0,1.0,4.364036158222007e-06,0.8319327731092437,567,64969
NUDT-SIRST,000376,655,655,0,1.0,2.2444326077675214e-06,1.0,285,65251
NUDT-SIRST,000959,654,654,0,1.0,4.3834323150804266e-05,0.8766140602582496,602,64934
NUDT-SIRST,000491,654,654,0,1.0,2.3487933503929526e-05,0.8066298342541437,1237,64299
NUDT-SIRST,001090,654,654,0,1.0,2.519231384212617e-05,0.8553191489361702,642,64894
NUDT-SIRST,000530,655,655,0,1.0,0.00012052024248987436,0.8424753867791842,370,65166
NUDT-SIRST,001104,654,654,0,1.0,3.5541847864806186e-06,0.6248447204968944,578,64958
NUDT-SIRST,000796,655,655,0,1.0,1.5390489807032282e-06,0.8930635838150289,323,65213
NUDT-SIRST,000290,654,654,0,1.0,2.017457291003666e-06,0.9320531757754801,585,64951
NUDT-SIRST,000179,654,654,0,1.0,1.8887494661612436e-06,0.8422535211267606,764,64772
NUDT-SIRST,000868,654,654,0,1.0,2.0544478047668235e-06,0.8422535211267606,776,64760
NUDT-SIRST,000264,654,654,0,1.0,2.988452706631506e-06,0.920704845814978,576,64960
NUDT-SIRST,000327,655,655,0,1.0,3.883293629769469e-06,0.9969512195121951,285,65251
NUDT-SIRST,000657,654,654,0,1.0,7.288158940355061e-06,0.8820143884892087,710,64826
NUDT-SIRST,000442,654,654,0,1.0,7.733219717920292e-06,0.8370786516853933,1140,64396
NUDT-SIRST,001035,655,655,0,1.0,7.9993114923127e-06,0.8019257221458047,572,64964
NUDT-SIRST,001136,655,655,0,1.0,1.1955257832596544e-06,0.9669669669669669,289,65247
NUDT-SIRST,000251,654,654,0,1.0,2.9865032047382556e-06,0.744,625,64911
NUDT-SIRST,000342,655,655,0,1.0,6.530550308525562e-06,0.9581464872944694,1033,64503
NUDT-SIRST,000098,655,655,0,1.0,3.818050117843086e-06,0.9552238805970149,323,65213
NUDT-SIRST,001166,655,655,0,1.0,7.740612772977329e-07,0.9552238805970149,289,65247
NUDT-SIRST,000829,655,655,0,1.0,2.475235987731139e-06,0.9407407407407408,341,65195
NUDT-SIRST,001049,654,654,0,1.0,6.338584626064403e-06,0.8793103448275862,578,64958
NUDT-SIRST,000104,655,655,0,1.0,6.554701030836441e-06,0.8903318903318903,646,64890
NUDT-SIRST,000402,655,655,0,1.0,1.2935398444824386e-05,0.9878603945371776,334,65202
NUDT-SIRST,000339,655,655,0,1.0,2.8515262329165125e-06,0.9788519637462235,855,64681
NUDT-SIRST,000427,654,654,0,1.0,1.5529958545812406e-05,0.9263622974963182,575,64961
NUDT-SIRST,000078,655,655,0,1.0,4.9737500376068056e-06,0.9610778443113772,187,65349
NUDT-SIRST,001014,654,654,0,1.0,1.9292544948257273e-06,0.744,559,64977
NUDT-SIRST,000139,654,654,0,1.0,1.724942740111146e-05,0.9263622974963182,682,64854
NUDT-SIRST,001152,655,655,0,1.0,1.1393267413950525e-06,0.9350073855243722,289,65247
NUDT-SIRST,000479,654,654,0,1.0,3.7708948639192386e-06,0.9235294117647059,576,64960
NUDT-SIRST,000175,655,655,0,1.0,1.4537084780386067e-06,0.9096209912536443,374,65162
NUDT-SIRST,000435,654,654,0,1.0,6.176529950607801e-06,0.8345021037868162,1169,64367
NUDT-SIRST,001072,654,654,0,1.0,8.61566422827309e-06,0.8632478632478633,680,64856
NUDT-SIRST,000246,654,654,0,1.0,2.884742571040988e-06,0.8016528925619835,613,64923
NUDT-SIRST,000414,655,655,0,1.0,8.834517757350113e-06,0.9610778443113772,671,64865
NUDT-SIRST,000638,655,655,0,1.0,8.42308782011969e-06,0.9465081723625557,662,64874
NUDT-SIRST,000904,654,654,0,1.0,2.065304943243973e-05,0.8685714285714285,598,64938
NUDT-SIRST,001321,654,654,0,1.0,1.231952501257183e-05,0.9758308157099698,490,65046
NUDT-SIRST,000396,655,655,0,1.0,3.0565458928322187e-06,1.0,285,65251
NUDT-SIRST,000094,655,655,0,1.0,8.651832104078494e-07,0.8245125348189415,543,64993
NUDT-SIRST,000805,655,655,0,1.0,5.119336492498405e-06,0.8985507246376812,198,65338
NUDT-SIRST,000005,655,655,0,1.0,7.071424079185817e-06,0.9699248120300752,289,65247
NUDT-SIRST,001316,654,654,0,1.0,0.0005066165467724204,0.9610194902548725,536,65000
NUDT-SIRST,001046,654,654,0,1.0,5.764857633039355e-06,0.847457627118644,588,64948
NUDT-SIRST,000586,654,654,0,1.0,0.0008395859622396529,0.8242677824267782,667,64869
NUDT-SIRST,001226,655,655,0,1.0,1.1503489076858386e-06,0.8741058655221745,867,64669
NUDT-SIRST,000079,655,655,0,1.0,5.408813876783825e-07,0.9581464872944694,289,65247
NUDT-SIRST,000725,654,654,0,1.0,1.137323761213338e-05,0.9039301310043668,786,64750
NUDT-SIRST,001296,654,654,0,1.0,0.0020797820761799812,0.9349112426035503,667,64869
NUDT-SIRST,000827,654,654,0,1.0,1.6164927956197062e-06,0.8370786516853933,682,64854
NUDT-SIRST,000103,655,655,0,1.0,3.6768969948752783e-06,0.9096209912536443,323,65213
NUDT-SIRST,001099,654,654,0,1.0,1.0176765499636531e-05,0.7795918367346939,774,64762
NUDT-SIRST,001205,655,655,0,1.0,2.906419922510395e-07,0.9640179910044977,289,65247
NUDT-SIRST,000368,655,655,0,1.0,2.7798255359812174e-06,1.0,285,65251
NUDT-SIRST,000278,654,654,0,1.0,1.598932249180507e-05,0.9122807017543859,572,64964
NUDT-SIRST,000190,654,654,0,1.0,1.5388698102469789e-06,0.7991746905089409,796,64740
NUDT-SIRST,000544,654,654,0,1.0,1.2587674063979648e-05,0.920704845814978,497,65039
NUDT-SIRST,001260,654,654,0,1.0,5.03030933032278e-05,0.9320531757754801,569,64967
NUDT-SIRST,000997,655,655,0,1.0,3.9117701817303896e-05,0.8930635838150289,535,65001
NUDT-SIRST,000431,654,654,0,1.0,9.180794222629629e-06,0.9788199697428139,535,65001
NUDT-SIRST,000919,654,654,0,1.0,5.163419700693339e-06,0.8500707213578501,567,64969
NUDT-SIRST,001197,655,655,0,1.0,2.3366756067844108e-06,0.9818456883509834,289,65247
NUDT-SIRST,001030,654,654,0,1.0,6.692507213301724e-06,0.8345021037868162,721,64815
NUDT-SIRST,001173,655,655,0,1.0,1.426839276064129e-06,0.834733893557423,578,64958
NUDT-SIRST,000454,654,654,0,1.0,8.692272785992827e-06,0.9292035398230089,537,64999
NUDT-SIRST,001157,655,655,0,1.0,9.734667401062325e-07,0.975867269984917,289,65247
NUDT-SIRST,000164,654,654,0,1.0,2.0408592718013097e-06,0.7893296853625171,730,64806
NUDT-SIRST,001037,654,654,0,1.0,4.611867552739568e-05,0.7795918367346939,742,64794
NUDT-SIRST,000077,655,655,0,1.0,7.84416556598444e-07,0.9096209912536443,289,65247
NUDT-SIRST,000642,655,655,0,1.0,1.0002169801737182e-05,0.9293078055964654,662,64874
NUDT-SIRST,000828,654,654,0,1.0,4.484618784772465e-06,0.7795918367346939,752,64784
NUDT-SIRST,000675,654,654,0,1.0,5.920530838920968e-06,0.8874458874458875,640,64896
NUDT-SIRST,000702,654,654,0,1.0,4.907853053737199e-06,0.8901734104046243,777,64759
NUDT-SIRST,000310,654,654,0,1.0,1.1937925592064857e-05,0.9292035398230089,587,64949
NUDT-SIRST,000797,655,655,0,1.0,1.7028444290190237e-06,0.9040697674418605,323,65213
NUDT-SIRST,000739,654,654,0,1.0,4.971321686753072e-06,0.8847262247838616,820,64716
NUDT-SIRST,000123,655,655,0,1.0,1.029824124998413e-05,0.8270571827057183,680,64856
NUDT-SIRST,001270,654,654,0,1.0,0.00015120905300136656,0.8166666666666667,612,64924
NUDT-SIRST,001170,655,655,0,1.0,3.988190201198449e-06,0.9152046783625731,289,65247
NUDT-SIRST,001117,655,655,0,1.0,3.7660943235096056e-06,0.9407407407407408,289,65247
NUDT-SIRST,000857,654,654,0,1.0,4.423321570357075e-06,0.7868852459016393,692,64844
NUDT-SIRST,000477,654,654,0,1.0,9.666515325079672e-06,0.8553191489361702,715,64821
NUDT-SIRST,000180,654,654,0,1.0,7.220826319098705e-07,0.8141470180305131,750,64786
NUDT-SIRST,001130,655,655,0,1.0,1.6349588349839905e-06,0.9124087591240876,289,65247
NUDT-SIRST,000958,654,654,0,1.0,4.407061715028249e-05,0.8766140602582496,677,64859
NUDT-SIRST,000855,654,654,0,1.0,2.1479895622178447e-06,0.8166666666666667,649,64887
NUDT-SIRST,001109,655,655,0,1.0,2.392308488197159e-06,0.9552238805970149,289,65247
NUDT-SIRST,001009,654,654,0,1.0,1.15765460577677e-05,0.7009102730819246,677,64859
NUDT-SIRST,000199,655,655,0,1.0,2.071497192446259e-06,0.9236417033773862,420,65116
NUDT-SIRST,001203,655,655,0,1.0,1.2001527238680865e-06,0.9788519637462235,289,65247
NUDT-SIRST,000676,654,654,0,1.0,1.9096998585155234e-05,0.9178885630498533,560,64976
NUDT-SIRST,000132,654,654,0,1.0,5.828835583088221e-06,0.8659058487874465,696,64840
NUDT-SIRST,000441,654,654,0,1.0,5.163265541341389e-06,0.9011627906976745,613,64923
NUDT-SIRST,001261,654,654,0,1.0,5.858599615748972e-05,0.9067055393586005,653,64883
NUDT-SIRST,000878,654,654,0,1.0,7.063325938361231e-06,0.8217270194986073,587,64949
NUDT-SIRST,000283,654,654,0,1.0,3.1317074444814352e-06,0.9263622974963182,667,64869
NUDT-SIRST,000408,655,655,0,1.0,1.2236104339535814e-05,0.9465081723625557,352,65184
NUDT-SIRST,000244,654,654,0,1.0,9.318216143583413e-06,0.9292035398230089,715,64821
NUDT-SIRST,000322,654,654,0,1.0,9.904350008582696e-06,0.9377777777777778,625,64911
NUDT-SIRST,001105,655,655,0,1.0,9.404065508533677e-07,0.8903318903318903,578,64958
NUDT-SIRST,000932,654,654,0,1.0,1.6751266230130568e-05,0.8116343490304709,719,64817
