image_name,candidate_pixels,target_leakage_pixels,target_protect_pixels,boundary_protect_pixels,ohem_negative_pixels,ohem_overlap_pixels,ohem_overlap_fraction,far_hard_logit_mean,far_hard_prob_mean
001137,325,0,9,72,655,174,0.5353846153846153,-14.228611946105957,1.1396156196497031e-06
000345,326,0,5,72,655,299,0.9171779141104295,-12.89852523803711,3.179820623699925e-06
000774,326,0,13,75,655,326,1.0,-11.92266845703125,2.8732158170896582e-05
000593,323,0,61,182,654,323,1.0,-6.543532371520996,0.0052686952985823154
001002,323,0,51,189,654,323,1.0,-9.63310718536377,8.477024675812572e-05
001024,323,0,47,197,654,323,1.0,-11.21857738494873,3.241995727876201e-05
001285,324,0,21,116,655,324,1.0,-12.314258575439453,8.649893061374314e-06
000649,322,0,35,192,655,322,1.0,-11.961196899414062,1.029428040055791e-05
000282,324,0,58,180,654,324,1.0,-12.30236530303955,6.853765171399573e-06
000037,325,0,9,72,655,325,1.0,-12.027670860290527,7.342362550843973e-06
001150,325,0,9,72,655,325,1.0,-13.460691452026367,2.6354500732850283e-06
001124,325,0,9,72,655,251,0.7723076923076924,-13.296804428100586,1.9973806502093794e-06
001185,323,0,18,144,655,323,1.0,-13.024027824401855,2.389700966887176e-06
000718,322,0,56,216,654,322,1.0,-10.48405933380127,3.2980820833472535e-05
000968,323,0,49,179,654,323,1.0,-9.96005916595459,5.839176083100028e-05
001216,325,0,9,72,655,57,0.1753846153846154,-15.005478858947754,1.588246777828317e-05
000494,319,0,127,374,654,319,1.0,-9.875164985656738,0.00017880792438518256
001015,323,0,68,217,654,323,1.0,-12.164027214050293,6.690795089525636e-06
001186,323,0,18,144,655,290,0.8978328173374613,-13.084297180175781,2.3444517864845693e-06
000197,323,0,56,183,654,287,0.8885448916408669,-13.41946792602539,1.7453158989155781e-06
000811,323,0,34,186,655,323,1.0,-13.702539443969727,1.287606551159115e-06
000601,324,0,58,139,654,324,1.0,-8.283721923828125,0.00036366068525239825
001040,323,0,66,216,654,323,1.0,-11.782779693603516,1.2337082807789557e-05
000735,324,0,31,108,655,324,1.0,-10.804401397705078,2.90529405901907e-05
001029,322,0,78,264,654,322,1.0,-12.083898544311523,7.122338502085768e-06
000623,325,0,15,84,655,325,1.0,-11.329306602478027,1.4888677469571121e-05
000436,323,0,58,180,654,323,1.0,-11.714104652404785,1.0577749890217092e-05
001242,318,0,36,288,655,318,1.0,-12.439385414123535,6.928179573151283e-06
000813,323,0,36,156,655,323,1.0,-12.969618797302246,2.797128445308772e-06
000493,319,0,136,368,654,319,1.0,-11.070537567138672,5.491239426191896e-05
001053,323,0,44,183,654,323,1.0,-10.804291725158691,3.538193050189875e-05
000410,322,0,24,174,655,322,1.0,-12.134462356567383,6.883030891913222e-06
000936,323,0,34,192,655,323,1.0,-11.64493465423584,1.1824989996966906e-05
000473,324,0,52,183,654,324,1.0,-10.743413925170898,3.499299782561138e-05
000478,319,0,139,372,653,319,1.0,-11.423299789428711,1.750805131450761e-05
000458,323,0,69,192,654,323,1.0,-11.231627464294434,1.6273870642180555e-05
000709,323,0,52,175,654,323,1.0,-11.595978736877441,1.1777865438489243e-05
001307,324,0,20,115,655,324,1.0,-12.13655948638916,6.652927368122619e-06
000781,322,0,28,180,655,278,0.8633540372670807,-13.088692665100098,2.576971155576757e-06
001023,323,0,46,191,654,323,1.0,-11.41789722442627,2.3689364752499387e-05
001004,322,0,75,225,654,322,1.0,-10.985509872436523,1.995306956814602e-05
000359,325,0,5,72,655,325,1.0,-12.627386093139648,4.36400205217069e-06
000287,323,0,72,213,654,323,1.0,-12.562010765075684,4.6185145947674755e-06
000482,323,0,80,211,654,323,1.0,-11.143059730529785,4.067962072440423e-05
000941,323,0,61,199,654,323,1.0,-11.408161163330078,1.833702663134318e-05
000067,325,0,9,72,655,257,0.7907692307692308,-13.893220901489258,1.4849885019430076e-06
000284,323,0,80,211,654,323,1.0,-12.47782039642334,5.001998488296522e-06
000447,323,0,72,213,654,323,1.0,-11.757798194885254,1.1982473552052397e-05
000894,323,0,63,217,654,323,1.0,-12.277325630187988,6.195271453179885e-06
000163,322,0,44,192,654,322,1.0,-12.476517677307129,6.721242243656889e-06
000059,318,0,36,288,655,318,1.0,-13.269559860229492,3.626274519774597e-06
001222,325,0,9,72,655,268,0.8246153846153846,-13.091530799865723,2.423847718091565e-06
000945,323,0,39,174,654,323,1.0,-10.075906753540039,0.00011008004366885871
000446,323,0,58,167,654,323,1.0,-11.134398460388184,3.633148662629537e-05
000193,322,0,56,210,654,322,1.0,-11.688407897949219,1.170943596662255e-05
000746,321,0,68,258,654,321,1.0,-12.215973854064941,6.018855401634937e-06
000733,321,0,61,222,654,278,0.8660436137071651,-14.174662590026855,7.981954581737227e-07
000621,322,0,28,168,655,322,1.0,-10.815913200378418,3.128161915810779e-05
001131,318,0,36,288,655,102,0.32075471698113206,-14.760907173156738,5.551601702791231e-07
000085,325,0,9,72,655,325,1.0,-13.34752082824707,2.450468628012459e-06
000064,326,0,9,63,655,316,0.9693251533742331,-12.583252906799316,5.3417188610183075e-06
000312,323,0,69,192,654,323,1.0,-12.648711204528809,4.167786300968146e-06
000213,322,0,63,222,654,322,1.0,-11.586676597595215,1.5642626749468036e-05
001297,323,0,80,211,654,323,1.0,-7.582156658172607,0.0017327023670077324
001039,323,0,38,190,654,323,1.0,-12.662861824035645,3.7310944662749534e-06
000066,326,0,9,72,655,326,1.0,-13.296967506408691,2.0182794742140686e-06
000002,325,0,9,72,655,299,0.92,-13.039772033691406,4.043189164804062e-06
000843,322,0,40,186,654,269,0.8354037267080745,-13.092209815979004,2.847505129466299e-06
000659,322,0,38,186,654,322,1.0,-12.590633392333984,4.6954846766311675e-06
000298,319,0,124,373,654,285,0.8934169278996865,-13.172199249267578,2.5087313133553835e-06
000227,321,0,70,246,654,321,1.0,-13.405831336975098,2.035572151726228e-06
000951,323,0,57,209,654,323,1.0,-10.518083572387695,4.081214137841016e-05
000299,323,0,83,224,654,323,1.0,-12.148085594177246,6.989738722040784e-06
000937,323,0,60,205,654,323,1.0,-10.26689338684082,6.903733446961269e-05
000547,324,0,65,148,654,324,1.0,-12.016263008117676,8.79841718415264e-06
000948,323,0,53,192,654,323,1.0,-9.700170516967773,9.086047066375613e-05
000859,322,0,46,208,654,322,1.0,-12.120098114013672,7.588593689433765e-06
000058,325,0,9,72,655,101,0.31076923076923074,-14.743182182312012,1.6119612382681225e-06
000422,325,0,12,84,655,325,1.0,-11.520306587219238,1.1967385034949984e-05
001140,325,0,9,72,655,325,1.0,-13.949858665466309,9.614990403861157e-07
000873,322,0,78,256,654,322,1.0,-11.572357177734375,1.6730758943594992e-05
001249,323,0,62,186,654,323,1.0,-9.18662166595459,0.0017227906500920653
000822,322,0,38,186,654,299,0.9285714285714286,-13.893547058105469,1.139625510404585e-06
000745,322,0,68,240,654,322,1.0,-12.512103080749512,4.322135282563977e-06
000609,325,0,14,102,655,325,1.0,-10.623540878295898,4.676417665905319e-05
000881,322,0,108,244,654,322,1.0,-11.489520072937012,1.4352621292346157e-05
001271,323,0,80,211,654,323,1.0,-9.173188209533691,0.00017349155677948147
000851,322,0,42,216,654,322,1.0,-13.965842247009277,1.0431850796521758e-06
000848,322,0,42,198,654,190,0.5900621118012422,-13.650647163391113,1.301220777349954e-06
001016,322,0,86,262,654,320,0.9937888198757764,-10.205827713012695,5.772376243839972e-05
001100,322,0,83,255,654,322,1.0,-11.09892463684082,1.8617713067214936e-05
000004,325,0,9,72,655,305,0.9384615384615385,-12.71224594116211,4.745160367747303e-06
001208,325,0,9,72,655,96,0.2953846153846154,-14.875764846801758,5.230023703006736e-07
000099,322,0,30,168,655,322,1.0,-10.800477027893066,2.6861776859732345e-05
000073,325,0,9,72,655,325,1.0,-11.62846851348877,1.3398576811596286e-05
000049,325,0,9,72,655,325,1.0,-12.235774993896484,8.278627319668885e-06
000158,322,0,42,204,654,322,1.0,-13.077603340148926,4.238445399096236e-06
001279,324,0,35,140,655,324,1.0,-10.688384056091309,4.429551336215809e-05
000063,325,0,9,72,655,245,0.7538461538461538,-13.411615371704102,1.7167777741633472e-06
001181,325,0,9,72,655,325,1.0,-12.962013244628906,7.52057894715108e-06
000515,319,0,131,362,654,319,1.0,-8.218216896057129,0.00038121771649457514
001054,322,0,79,225,654,322,1.0,-9.935037612915039,7.268204353749752e-05
000844,322,0,40,180,654,322,1.0,-14.027909278869629,9.37524077926355e-07
001177,321,0,27,216,655,321,1.0,-11.128727912902832,2.9737389922956936e-05
000934,323,0,41,186,654,323,1.0,-11.31435489654541,3.204568929504603e-05
000663,322,0,38,180,654,322,1.0,-11.460864067077637,2.28468870773213e-05
000841,322,0,40,186,654,315,0.9782608695652174,-12.77570915222168,4.036984137201216e-06
000205,322,0,60,213,654,322,1.0,-12.434439659118652,7.015454229986062e-06
000911,323,0,45,192,654,297,0.9195046439628483,-12.691845893859863,5.2729474191437475e-06
000211,321,0,62,222,654,321,1.0,-11.34744644165039,1.4740555343450978e-05
000267,319,0,126,374,654,305,0.9561128526645768,-12.49885368347168,7.4036129262822215e-06
000379,325,0,5,72,655,286,0.88,-13.024690628051758,3.0321255053422647e-06
000168,322,0,46,208,654,322,1.0,-12.529633522033691,4.549315690383082e-06
000301,323,0,65,174,654,323,1.0,-12.179703712463379,6.7504015532904305e-06
001061,323,0,63,217,654,323,1.0,-11.039642333984375,3.0134155167615972e-05
001299,323,0,71,194,654,323,1.0,-9.38820743560791,0.00031083301291801035
000818,325,0,18,96,655,179,0.5507692307692308,-13.603076934814453,1.7969744021684164e-06
001070,323,0,55,202,654,323,1.0,-12.034743309020996,1.2977770893485285e-05
001305,324,0,16,109,655,301,0.9290123456790124,-12.950821876525879,3.507850124151446e-06
001095,323,0,44,183,654,323,1.0,-12.655248641967773,3.991464382124832e-06
000695,324,0,23,108,655,324,1.0,-9.76098918914795,7.4964169471059e-05
000375,323,0,10,144,655,323,1.0,-12.529914855957031,5.998774213367142e-06
000061,318,0,36,288,655,316,0.9937106918238994,-12.586039543151855,6.4895630202954635e-06
000669,322,0,40,210,654,322,1.0,-12.328575134277344,6.4010537244030274e-06
000325,321,0,15,216,655,309,0.9626168224299065,-13.199702262878418,2.4965790998976445e-06
000864,322,0,46,198,654,322,1.0,-10.450068473815918,3.3559539588168263e-05
000174,322,0,48,192,654,322,1.0,-9.831361770629883,6.18332633166574e-05
000347,325,0,5,72,655,308,0.9476923076923077,-12.754321098327637,3.948386620322708e-06
000748,322,0,70,219,654,322,1.0,-11.675337791442871,1.1116994755866472e-05
000946,323,0,78,257,654,323,1.0,-10.29219913482666,4.837192318518646e-05
001274,323,0,58,180,654,323,1.0,-10.064796447753906,6.249432044569403e-05
001059,323,0,50,185,654,323,1.0,-9.935066223144531,5.9460555348778144e-05
000253,323,0,55,181,654,323,1.0,-11.852400779724121,9.612192116037477e-06
000679,322,0,40,180,654,322,1.0,-10.973227500915527,0.023758990690112114
001041,323,0,61,199,654,323,1.0,-10.869508743286133,2.3504893761128187e-05
000999,323,0,73,221,654,323,1.0,-10.370109558105469,4.74137304991018e-05
000794,325,0,15,84,655,302,0.9292307692307692,-12.686227798461914,5.36056222699699e-06
000576,323,0,54,161,654,323,1.0,-7.613234996795654,0.003271744353696704
001094,323,0,66,219,654,323,1.0,-10.72393798828125,3.0368917578016408e-05
000635,322,0,28,170,655,322,1.0,-11.685798645019531,1.100398731068708e-05
000825,325,0,19,96,655,297,0.9138461538461539,-13.565058708190918,1.5530783912254265e-06
000013,323,0,18,144,655,323,1.0,-10.97330379486084,2.3268859877134673e-05
000627,322,0,30,174,655,322,1.0,-12.076200485229492,8.142734259308781e-06
000487,323,0,65,192,654,323,1.0,-12.087916374206543,9.36191099754069e-06
001201,325,0,9,72,655,311,0.9569230769230769,-12.869732856750488,6.354230663419003e-06
000457,320,0,145,366,653,320,1.0,-11.070451736450195,2.6960231480188668e-05
000916,323,0,75,218,654,323,1.0,-11.302063941955566,1.6482785213156603e-05
000030,325,0,9,72,655,310,0.9538461538461539,-12.568416595458984,7.663325959583744e-06
000109,322,0,32,174,655,322,1.0,-11.814388275146484,1.084133873519022e-05
000693,324,0,23,102,655,324,1.0,-12.03995132446289,9.940269592334516e-06
000183,322,0,51,216,654,322,1.0,-12.339980125427246,5.274562681734096e-06
000467,320,0,104,336,654,320,1.0,-12.459220886230469,4.867279585596407e-06
001164,326,0,9,72,655,326,1.0,-13.376677513122559,2.0179684270260623e-06
001258,324,0,54,161,654,324,1.0,-10.872374534606934,0.0002298615436302498
000970,323,0,61,199,654,323,1.0,-10.57473087310791,3.771146293729544e-05
000263,323,0,62,186,654,323,1.0,-13.639814376831055,1.3644224736708566e-06
000858,322,0,45,198,654,322,1.0,-12.056199073791504,7.490478765248554e-06
000668,322,0,40,180,654,322,1.0,-11.76487922668457,1.3082326404401101e-05
000526,324,0,33,114,655,324,1.0,-10.697425842285156,2.94621004286455e-05
000736,321,0,62,222,654,267,0.8317757009345794,-12.794692993164062,4.539627298072446e-06
001146,325,0,9,72,655,134,0.4123076923076923,-14.48945426940918,8.248406402344699e-07
000247,322,0,98,233,654,322,1.0,-11.35270881652832,1.6644860806991346e-05
000367,325,0,5,72,655,306,0.9415384615384615,-12.986209869384766,3.5906307402910898e-06
000050,325,0,9,72,655,325,1.0,-11.130378723144531,1.8003602235694416e-05
000773,322,0,26,168,655,304,0.9440993788819876,-12.994812965393066,2.9966158763272688e-06
000318,323,0,56,161,654,323,1.0,-12.71143627166748,4.421776793606114e-06
001163,325,0,9,72,655,41,0.12615384615384614,-15.524486541748047,2.6901693672698457e-07
001159,325,0,9,72,655,105,0.3230769230769231,-14.6124849319458,6.759033794878633e-07
001306,325,0,12,90,655,325,1.0,-12.34876537322998,5.216431418375578e-06
001310,325,0,13,100,655,325,1.0,-13.175318717956543,2.905854671553243e-06
000571,323,0,80,211,654,323,1.0,-10.785985946655273,7.996933709364384e-05
001031,323,0,73,221,654,298,0.9226006191950464,-12.666389465332031,3.313024308226886e-06
000461,323,0,56,161,654,323,1.0,-10.772796630859375,2.8757282052538358e-05
000652,322,0,35,181,655,322,1.0,-11.977020263671875,8.621053893875796e-06
000444,318,0,149,403,653,318,1.0,-11.980889320373535,1.0915221537288744e-05
001194,325,0,9,72,655,56,0.1723076923076923,-14.99509334564209,3.964906056808104e-07
001156,326,0,9,63,655,177,0.5429447852760736,-14.248106002807617,8.733707659303036e-07
000014,325,0,9,72,655,94,0.28923076923076924,-14.67900276184082,1.2620820371012087e-06
000250,322,0,83,239,654,322,1.0,-12.266878128051758,6.440208380809054e-06
000134,323,0,38,172,654,303,0.9380804953560371,-12.551484107971191,7.095544788171537e-06
001301,323,0,65,192,654,323,1.0,-8.156475067138672,0.0005218031001277268
000768,323,0,26,154,655,277,0.8575851393188855,-13.070284843444824,2.4150588160409825e-06
000823,322,0,38,186,654,151,0.468944099378882,-13.514833450317383,1.546087105452898e-06
000040,325,0,9,72,655,325,1.0,-12.01373291015625,6.5617068685241975e-06
000891,323,0,47,197,654,323,1.0,-11.418346405029297,1.4974948499002494e-05
000561,323,0,62,186,654,323,1.0,-11.012800216674805,2.381499325565528e-05
001200,325,0,9,72,655,299,0.92,-12.931598663330078,4.024867394036846e-06
001233,325,0,9,72,655,325,1.0,-12.318503379821777,6.203686552908039e-06
000119,322,0,34,186,655,322,1.0,-9.80343246459961,5.93289514654316e-05
001324,324,0,32,141,655,324,1.0,-11.248973846435547,1.9983706806669943e-05
000793,326,0,15,57,655,326,1.0,-12.765226364135742,4.406168955028988e-06
000293,323,0,80,211,654,323,1.0,-11.604308128356934,1.1291566806903575e-05
000143,322,0,40,186,654,307,0.953416149068323,-12.600263595581055,5.346882971934974e-06
001011,322,0,75,225,654,322,1.0,-12.40184497833252,4.863128197030164e-06
000834,322,0,40,210,654,322,1.0,-12.74120807647705,2.6483838155400008e-05
000095,325,0,14,84,655,325,1.0,-11.482375144958496,1.3130533261573873e-05
000017,325,0,9,72,655,139,0.4276923076923077,-14.474671363830566,1.0915820212176186e-06
001116,323,0,18,144,655,259,0.8018575851393189,-13.193670272827148,2.5548204121150775e-06
000653,322,0,36,180,655,322,1.0,-11.70838737487793,1.3109141036693472e-05
000755,322,0,26,174,655,322,1.0,-12.0816011428833,6.241631581360707e-06
000705,322,0,50,204,654,322,1.0,-12.385512351989746,5.1163397074560635e-06
000723,322,0,56,204,654,322,1.0,-13.716444969177246,1.3290496099216398e-06
000738,321,0,64,228,654,321,1.0,-10.355348587036133,3.423425732762553e-05
001266,323,0,62,186,654,323,1.0,-9.057880401611328,0.00015492583042941988
000364,321,0,15,216,655,301,0.9376947040498442,-12.842812538146973,3.3172186704177875e-06
000791,322,0,30,168,655,154,0.4782608695652174,-13.480972290039062,1.7481156646681484e-06
000048,319,0,36,288,655,299,0.9373040752351097,-13.493428230285645,1.7903525986184832e-06
000228,321,0,72,234,654,305,0.9501557632398754,-12.792898178100586,7.279875717358664e-06
000956,323,0,84,224,654,323,1.0,-12.079429626464844,8.044425158004742e-06
000570,323,0,71,194,654,323,1.0,-11.015467643737793,3.996524537797086e-05
000116,323,0,34,162,655,316,0.978328173374613,-12.715575218200684,4.139662451052573e-06
000350,325,0,5,72,655,325,1.0,-13.144128799438477,2.628082938826992e-06
000276,323,0,98,233,654,323,1.0,-11.318041801452637,1.5943824109854177e-05
001022,323,0,60,198,654,323,1.0,-9.864147186279297,0.00015839215484447777
000369,325,0,5,72,655,325,1.0,-12.469106674194336,5.156975475983927e-06
001225,325,0,9,72,655,325,1.0,-12.412779808044434,5.564017556025647e-06
000129,325,0,19,96,655,325,1.0,-12.067252159118652,7.358350103459088e-06
000947,323,0,67,205,654,323,1.0,-11.531457901000977,1.1932829693250824e-05
000800,322,0,32,174,655,190,0.5900621118012422,-13.2988920211792,2.17633237298287e-06
000154,322,0,42,192,654,266,0.8260869565217391,-13.15485954284668,3.524979319990962e-06
001168,325,0,9,72,655,172,0.5292307692307693,-14.220991134643555,1.2304493566261954e-06
000602,323,0,58,182,654,323,1.0,-10.465076446533203,8.115354285109788e-05
000210,321,0,62,216,654,315,0.9813084112149533,-12.171427726745605,9.416969078301918e-06
001284,324,0,46,154,654,324,1.0,-11.771263122558594,1.1157086191815324e-05
000534,325,0,19,96,655,325,1.0,-11.775397300720215,9.129516911343671e-06
000814,322,0,36,192,655,322,1.0,-13.721902847290039,1.2127994750699145e-06
000846,322,0,42,192,654,250,0.7763975155279503,-13.26417064666748,2.309159981450648e-06
001132,325,0,9,72,655,162,0.49846153846153846,-14.372004508972168,8.021625603760185e-07
000257,323,0,69,192,654,323,1.0,-11.909361839294434,2.3818416593712755e-05
