image_name,candidate_pixels,target_leakage_pixels,target_protect_pixels,boundary_protect_pixels,ohem_negative_pixels,ohem_overlap_pixels,ohem_overlap_fraction,far_hard_logit_mean,far_hard_prob_mean
000413,322,0,29,186,655,322,1.0,-12.119268417358398,7.398930756608024e-05
000700,322,0,48,192,654,30,0.09316770186335403,-15.285834312438965,2.8572659971359826e-07
000854,325,0,22,96,655,325,1.0,-12.594318389892578,5.240390237304382e-06
000217,321,0,64,222,654,308,0.9595015576323987,-14.049431800842285,9.305327353104076e-07
000101,322,0,30,168,655,322,1.0,-9.290388107299805,9.82714700512588e-05
000518,319,0,129,376,654,319,1.0,-11.253118515014648,3.3457250538049266e-05
000578,323,0,80,211,654,323,1.0,-8.329411506652832,0.0005395342013798654
000950,323,0,41,186,654,323,1.0,-9.45236587524414,9.362009586766362e-05
000031,323,0,18,144,655,323,1.0,-12.700231552124023,7.479438409063732e-06
000888,323,0,44,183,654,323,1.0,-12.722273826599121,4.1700550355017185e-06
000256,319,0,124,341,654,319,1.0,-12.480247497558594,4.916106718155788e-06
000419,323,0,33,179,655,323,1.0,-12.371988296508789,6.83701955495053e-06
000035,325,0,9,72,655,325,1.0,-11.574641227722168,1.040179358824389e-05
000872,322,0,79,225,654,322,1.0,-11.748421669006348,9.49891000345815e-06
001147,325,0,9,72,655,309,0.9507692307692308,-13.879107475280762,1.1798621244452079e-06
001033,323,0,35,174,655,323,1.0,-10.77725887298584,2.479476825101301e-05
000991,323,0,47,197,654,323,1.0,-11.202112197875977,2.4654811568325385e-05
001113,325,0,9,72,655,276,0.8492307692307692,-13.010832786560059,2.862281917259679e-06
000884,323,0,35,174,655,323,1.0,-11.746768951416016,1.9968523702118546e-05
001292,325,0,12,90,655,325,1.0,-13.26074504852295,2.9516584163502557e-06
000235,323,0,80,211,654,299,0.9256965944272446,-13.042452812194824,2.437180683045881e-06
000185,322,0,52,210,654,322,1.0,-11.989400863647461,1.0742010999820195e-05
000404,322,0,32,174,655,322,1.0,-10.914403915405273,2.0152041543042287e-05
001071,323,0,47,197,654,323,1.0,-11.000240325927734,2.378344834141899e-05
000340,325,0,5,72,655,316,0.9723076923076923,-12.724209785461426,4.253974111634307e-06
000387,325,0,5,72,655,325,1.0,-12.349035263061523,7.396584805974271e-06
000990,323,0,47,197,654,323,1.0,-11.146291732788086,1.829216125770472e-05
000254,319,0,131,378,654,319,1.0,-12.064255714416504,7.390040082100313e-06
000953,322,0,86,262,654,322,1.0,-9.895337104797363,6.744239362888038e-05
000770,325,0,13,84,655,304,0.9353846153846154,-12.87551498413086,3.932470008294331e-06
000241,319,0,117,357,654,319,1.0,-11.644585609436035,1.4117330465523992e-05
000559,324,0,54,161,654,324,1.0,-12.060412406921387,7.641843694727868e-06
000357,325,0,5,72,655,325,1.0,-12.927350044250488,3.275546077929903e-06
000905,323,0,75,227,654,323,1.0,-11.065106391906738,2.0926829165546224e-05
000068,323,0,18,144,655,137,0.4241486068111455,-14.481321334838867,8.088929348559759e-07
000097,322,0,30,174,655,322,1.0,-11.88115406036377,1.0839616152225062e-05
000108,325,0,16,84,655,325,1.0,-11.436473846435547,1.723547393339686e-05
000618,324,0,14,105,655,324,1.0,-10.354037284851074,4.881457061856054e-05
000982,322,0,108,244,654,322,1.0,-9.707209587097168,7.067292608553544e-05
000743,321,0,66,234,654,321,1.0,-11.805209159851074,8.72288910613861e-06
000279,323,0,58,182,654,323,1.0,-12.675663948059082,3.815318450506311e-06
000824,322,0,38,192,654,214,0.6645962732919255,-13.486507415771484,1.5868765785853611e-06
001058,323,0,61,199,654,323,1.0,-10.982451438903809,1.953958417288959e-05
000681,322,0,42,192,654,322,1.0,-11.130400657653809,1.7835185644798912e-05
001196,325,0,9,72,655,325,1.0,-12.511301040649414,5.5365735533996485e-06
001275,323,0,54,161,654,323,1.0,-11.626123428344727,1.167655318567995e-05
000760,323,0,26,166,655,323,1.0,-12.689088821411133,3.6181145333102904e-06
000089,323,0,18,144,655,306,0.9473684210526315,-12.72037124633789,8.494924259139225e-06
000054,321,0,27,216,655,321,1.0,-13.400951385498047,3.693923417813494e-06
000624,322,0,30,174,655,198,0.6149068322981367,-13.107516288757324,5.0134908633481245e-06
000987,324,0,26,166,655,324,1.0,-10.58323860168457,3.0927418265491724e-05
001179,325,0,9,72,655,242,0.7446153846153846,-13.74084758758545,2.4138983008015202e-06
000338,325,0,5,72,655,325,1.0,-13.274225234985352,2.2727508621755987e-06
000206,321,0,60,216,654,321,1.0,-12.030017852783203,1.3461090929922648e-05
000177,322,0,50,210,654,322,1.0,-12.27975845336914,6.949361250008224e-06
000565,323,0,65,192,654,323,1.0,-9.24890422821045,0.0065513052977621555
001134,326,0,9,72,655,108,0.3312883435582822,-14.743978500366211,7.132473456294974e-07
000130,322,0,38,198,654,322,1.0,-13.588558197021484,1.6717303878976963e-06
000952,323,0,50,185,654,323,1.0,-10.28808307647705,4.78890142403543e-05
001082,323,0,82,223,654,323,1.0,-11.172957420349121,1.8690245269681327e-05
000136,322,0,38,192,654,322,1.0,-11.891007423400879,1.3833203411195427e-05
000551,323,0,56,160,654,323,1.0,-7.0835700035095215,0.0033978743012994528
000288,323,0,58,182,654,323,1.0,-12.721284866333008,3.633049573181779e-06
000619,325,0,14,84,655,262,0.8061538461538461,-13.38944149017334,1.970832272490952e-06
000852,322,0,42,216,654,269,0.8354037267080745,-13.711759567260742,1.3501542071026051e-06
001165,325,0,9,72,655,126,0.38769230769230767,-14.519309997558594,7.861813173803966e-07
000321,319,0,115,346,654,319,1.0,-11.606371879577637,1.25692840811098e-05
001231,325,0,9,72,655,154,0.47384615384615386,-14.329471588134766,9.629305850467063e-07
000501,320,0,113,348,654,320,1.0,-10.666754722595215,7.461499626515433e-05
000393,325,0,5,72,655,325,1.0,-12.65758991241455,4.130699835513951e-06
000372,323,0,10,144,655,323,1.0,-11.426737785339355,6.954903074074537e-05
000512,319,0,132,394,654,319,1.0,-10.131707191467285,8.335930033354089e-05
000424,318,0,141,419,653,318,1.0,-11.216753959655762,2.3730106477160007e-05
001211,325,0,9,72,655,325,1.0,-12.649930953979492,3.61088382305752e-06
000977,323,0,44,199,654,323,1.0,-9.41835880279541,0.0001010374107863754
000580,323,0,58,180,654,323,1.0,-10.541464805603027,4.9148227844852954e-05
000626,322,0,30,174,655,322,1.0,-10.737701416015625,2.580515320005361e-05
000218,321,0,66,228,654,269,0.838006230529595,-13.17281723022461,2.328641357962624e-06
000451,320,0,135,365,654,320,1.0,-12.008633613586426,7.459222160832724e-06
000566,323,0,56,160,654,323,1.0,-11.383650779724121,1.5336232536355965e-05
000165,322,0,44,198,654,243,0.7546583850931677,-13.329442977905273,2.0283252979425015e-06
000964,323,0,60,208,654,323,1.0,-10.171278953552246,5.141615474713035e-05
000407,323,0,26,172,655,323,1.0,-11.877450942993164,9.855649295786861e-06
000517,323,0,58,180,654,323,1.0,-8.261079788208008,0.0023939271923154593
000572,323,0,54,161,654,323,1.0,-10.802159309387207,3.0356382922036573e-05
001027,323,0,53,192,654,323,1.0,-11.166295051574707,1.911163781187497e-05
001106,325,0,9,72,655,325,1.0,-13.524170875549316,1.6453263924631756e-06
000662,322,0,38,186,654,322,1.0,-12.67011547088623,3.8420398595917504e-06
000102,325,0,15,84,655,325,1.0,-9.509346961975098,0.00010036686580860987
000776,322,0,28,174,655,322,1.0,-13.65890884399414,1.4921255342414952e-06
000160,322,0,42,216,654,280,0.8695652173913043,-13.083996772766113,2.602612994451192e-06
000072,325,0,9,72,655,319,0.9815384615384616,-12.587210655212402,6.492693955806317e-06
001062,323,0,57,209,654,323,1.0,-11.217741012573242,1.6660094843246043e-05
000899,323,0,46,209,654,323,1.0,-10.940987586975098,2.724213118199259e-05
001091,322,0,82,223,654,322,1.0,-8.913580894470215,0.00016143838001880795
000024,325,0,9,72,655,315,0.9692307692307692,-12.5552396774292,8.129962225211784e-06
000304,323,0,55,181,654,323,1.0,-11.766176223754883,9.746840987645555e-06
000753,325,0,13,84,655,325,1.0,-12.224217414855957,5.528080237127142e-06
000594,323,0,55,181,654,323,1.0,-6.037732124328613,0.00502344174310565
000769,325,0,13,84,655,278,0.8553846153846154,-13.291589736938477,1.9319143120810622e-06
000464,323,0,58,167,654,323,1.0,-9.362327575683594,0.0001997040380956605
000044,325,0,9,72,655,325,1.0,-13.648351669311523,1.6330246808138327e-06
000007,325,0,9,72,655,325,1.0,-11.656704902648926,1.21057464639307e-05
000438,319,0,120,353,654,319,1.0,-11.779142379760742,2.0540872355923057e-05
001313,323,0,58,167,654,323,1.0,-10.90483283996582,2.372130074945744e-05
000069,321,0,27,216,655,321,1.0,-11.485769271850586,2.1638104954035953e-05
001187,325,0,9,72,655,259,0.796923076923077,-13.327911376953125,1.8382794451099471e-06
000993,323,0,52,194,654,323,1.0,-10.742949485778809,2.7219075491302647e-05
000161,322,0,42,216,654,322,1.0,-12.736468315124512,5.976696229481604e-06
000505,323,0,70,180,654,323,1.0,-10.9421968460083,9.47233202168718e-05
001290,324,0,19,116,655,324,1.0,-12.065117835998535,2.9829152481397614e-05
000546,324,0,46,154,654,324,1.0,-9.90719223022461,0.00016759581922087818
000258,319,0,136,386,654,290,0.9090909090909091,-12.889216423034668,3.2001826184568927e-06
001064,322,0,75,225,654,322,1.0,-10.988288879394531,3.280051896581426e-05
001228,325,0,9,72,655,221,0.68,-13.176694869995117,2.4055732410488417e-06
001115,325,0,9,72,655,174,0.5353846153846153,-14.37712287902832,6.861805559310596e-07
000674,322,0,40,180,654,322,1.0,-11.580336570739746,1.1201219422218855e-05
001293,323,0,56,161,654,323,1.0,-8.836859703063965,0.00026530949980951846
001269,323,0,61,182,654,323,1.0,-9.737931251525879,8.399733633268625e-05
001172,325,0,9,72,655,259,0.796923076923077,-13.263771057128906,2.24190284825454e-06
001247,325,0,9,72,655,262,0.8061538461538461,-13.012438774108887,3.132846586595406e-06
000667,322,0,40,186,654,322,1.0,-12.014020919799805,7.525256478402298e-06
000641,322,0,32,180,655,322,1.0,-13.601839065551758,1.5862585769355064e-06
000172,322,0,47,198,654,307,0.953416149068323,-12.926133155822754,2.8832355383201502e-06
000503,319,0,113,361,654,319,1.0,-8.884803771972656,0.00022595298651140183
000181,322,0,50,216,654,322,1.0,-14.021327018737793,9.054658107743307e-07
000726,322,0,58,216,654,322,1.0,-11.616765022277832,0.0003420539724174887
000033,325,0,9,72,655,250,0.7692307692307693,-13.350192070007324,1.8228286080557154e-06
000437,322,0,83,239,654,322,1.0,-10.294672966003418,7.895949966041371e-05
001263,322,0,98,233,654,322,1.0,-10.192538261413574,0.0002894406788982451
000989,323,0,41,182,654,323,1.0,-12.137533187866211,7.482533874281216e-06
000376,325,0,5,72,655,315,0.9692307692307692,-12.791332244873047,3.533254357535043e-06
000959,323,0,44,197,654,323,1.0,-9.800634384155273,7.113668834790587e-05
000491,319,0,136,386,654,319,1.0,-10.589879035949707,4.018243998871185e-05
001090,323,0,60,208,654,323,1.0,-10.433921813964844,3.96971772715915e-05
000530,324,0,20,102,655,324,1.0,-8.854026794433594,0.00021225771342869848
001104,323,0,40,186,654,323,1.0,-12.361139297485352,4.988306500308681e-06
000796,325,0,15,84,655,233,0.7169230769230769,-13.214629173278809,2.074474650726188e-06
000290,323,0,60,181,654,280,0.8668730650154799,-13.01947021484375,3.3788353448471753e-06
000179,322,0,50,210,654,289,0.8975155279503105,-12.973503112792969,2.8214310532348463e-06
000868,322,0,48,216,654,292,0.906832298136646,-12.90999984741211,3.18567390422686e-06
000264,323,0,58,182,654,323,1.0,-12.555763244628906,4.760114279633854e-06
000327,325,0,5,72,655,319,0.9815384615384616,-12.56652545928955,6.785068762837909e-06
000657,322,0,38,192,654,322,1.0,-11.709345817565918,1.087594500859268e-05
000442,319,0,110,363,654,319,1.0,-11.898212432861328,1.3773991668131202e-05
001035,323,0,32,188,655,323,1.0,-11.759334564208984,1.4659030966868158e-05
001136,325,0,9,72,655,244,0.7507692307692307,-13.963083267211914,2.138036279575317e-06
000251,323,0,71,194,654,323,1.0,-12.589210510253906,4.853544396610232e-06
000342,320,0,20,272,655,320,1.0,-12.538981437683105,1.2359499123704154e-05
000098,325,0,15,84,655,320,0.9846153846153847,-12.40042495727539,6.771540483896388e-06
001166,325,0,9,72,655,242,0.7446153846153846,-13.991965293884277,1.2994472626814968e-06
000829,325,0,19,90,655,305,0.9384615384615385,-12.8485107421875,3.933968400815502e-06
001049,323,0,40,186,654,323,1.0,-11.637334823608398,1.0974441465805285e-05
000104,322,0,30,168,655,322,1.0,-11.757877349853516,1.1424129297665786e-05
000402,325,0,12,90,655,325,1.0,-11.183650016784668,2.2755286408937536e-05
000339,321,0,15,216,655,321,1.0,-13.11854076385498,5.03504452353809e-06
000427,323,0,65,174,654,323,1.0,-11.091639518737793,2.5938596081687137e-05
000078,326,0,9,54,655,326,1.0,-12.251129150390625,8.920184882299509e-06
001014,324,0,64,199,654,324,1.0,-12.939871788024902,2.560329221523716e-06
000139,322,0,38,180,654,322,1.0,-10.674023628234863,2.8980266506550834e-05
001152,325,0,9,72,655,206,0.6338461538461538,-13.47301959991455,1.5365708350145724e-06
000479,323,0,58,182,654,323,1.0,-12.28210735321045,5.824165782541968e-06
000175,324,0,24,102,655,211,0.6512345679012346,-13.306962013244629,2.0443403627723455e-06
000435,319,0,120,366,654,319,1.0,-11.863661766052246,9.40003610594431e-06
001072,323,0,72,232,654,323,1.0,-11.464632034301758,1.35136988319573e-05
000246,323,0,69,192,654,314,0.9721362229102167,-12.675400733947754,4.655151769838994e-06
000414,322,0,27,180,655,322,1.0,-11.697890281677246,1.5254749087034725e-05
000638,322,0,32,174,655,322,1.0,-11.491036415100098,1.4109392395766918e-05
000904,323,0,49,190,654,323,1.0,-10.631525993347168,3.86901265301276e-05
001321,324,0,37,149,654,324,1.0,-11.14433479309082,1.945832627825439e-05
000396,325,0,5,72,655,325,1.0,-12.60840129852295,5.092021183372708e-06
000094,323,0,28,151,655,306,0.9473684210526315,-13.766082763671875,1.1797919796663336e-06
000805,326,0,16,54,655,326,1.0,-12.359434127807617,8.358570994460024e-06
000005,325,0,9,72,655,325,1.0,-12.128581047058105,1.3119920367898885e-05
001316,323,0,56,160,654,323,1.0,-7.741572856903076,0.0009586180676706135
001046,323,0,38,190,654,323,1.0,-11.960846900939941,7.447259577020304e-06
000586,323,0,80,211,654,323,1.0,-7.051645755767822,0.0015009543858468533
001226,321,0,27,216,655,233,0.7258566978193146,-13.440056800842285,1.626514517738542e-06
000079,325,0,9,72,655,188,0.5784615384615385,-14.239433288574219,8.24295000256825e-07
000725,321,0,58,216,654,321,1.0,-11.184163093566895,1.9408857042435557e-05
001296,323,0,80,211,654,323,1.0,-6.9235148429870605,0.004105883184820414
000827,322,0,38,180,654,261,0.8105590062111802,-13.114871978759766,2.366600938330521e-06
000103,325,0,15,84,655,325,1.0,-12.361665725708008,5.803370640933281e-06
001099,322,0,88,270,654,322,1.0,-11.352436065673828,1.6410245734732598e-05
001205,325,0,9,72,655,77,0.23692307692307693,-14.845450401306152,4.432545210875105e-07
000368,325,0,5,72,655,325,1.0,-12.575884819030762,4.597077804646688e-06
000278,323,0,55,181,654,323,1.0,-10.99012565612793,2.7452730137156323e-05
000190,321,0,53,223,654,247,0.7694704049844237,-13.37061595916748,2.441215428916621e-06
000544,324,0,49,144,654,324,1.0,-11.256502151489258,2.2100177375250496e-05
001260,323,0,58,180,654,323,1.0,-10.677767753601074,9.636057075113058e-05
000997,323,0,31,168,655,323,1.0,-9.954476356506348,6.667044362984598e-05
000431,323,0,54,161,654,323,1.0,-11.764467239379883,1.6256772141787224e-05
000919,323,0,41,182,654,323,1.0,-12.1120023727417,9.104409400606528e-06
001197,325,0,9,72,655,300,0.9230769230769231,-12.850956916809082,3.89437991543673e-06
001030,322,0,68,245,654,322,1.0,-11.729167938232422,1.084423183783656e-05
001173,323,0,18,144,655,251,0.7770897832817337,-13.27978801727295,2.1018665847805096e-06
000454,323,0,56,161,654,323,1.0,-11.491629600524902,1.436835100321332e-05
001157,325,0,9,72,655,325,1.0,-13.759567260742188,1.5926819969536155e-06
000164,322,0,44,198,654,300,0.9316770186335404,-12.904494285583496,3.0281339604698587e-06
001037,322,0,78,256,654,322,1.0,-9.995227813720703,8.31913566798903e-05
000077,325,0,9,72,655,294,0.9046153846153846,-13.88767147064209,1.2363371979517979e-06
000642,322,0,32,174,655,322,1.0,-11.233654975891113,1.576872091391124e-05
000828,322,0,38,210,654,322,1.0,-12.183323860168457,7.4211802711943164e-06
000675,323,0,40,192,654,323,1.0,-11.922134399414062,1.010864525596844e-05
000702,322,0,49,216,654,322,1.0,-12.285696983337402,8.71509746502852e-06
000310,323,0,61,182,654,323,1.0,-11.584925651550293,1.4644107068306766e-05
000797,325,0,15,84,655,243,0.7476923076923077,-13.349501609802246,2.734182999120094e-06
000739,321,0,64,228,654,321,1.0,-12.024102210998535,7.324953912757337e-06
000123,322,0,35,181,655,322,1.0,-11.3109712600708,1.787386463547591e-05
001270,323,0,65,192,654,323,1.0,-8.89405345916748,0.00027485337341204286
001170,325,0,9,72,655,325,1.0,-13.715799331665039,7.670747436350212e-06
001117,325,0,9,72,655,325,1.0,-12.308185577392578,6.278911769186379e-06
000857,322,0,44,198,654,322,1.0,-12.244734764099121,6.864838269393658e-06
000477,322,0,83,239,654,322,1.0,-11.714324951171875,1.636152228456922e-05
000180,322,0,50,204,654,305,0.9472049689440993,-13.90893840789795,1.1180773071828298e-06
001130,325,0,9,72,655,302,0.9292307692307692,-13.512935638427734,2.7608989512373228e-06
000958,323,0,66,219,654,323,1.0,-9.86748218536377,7.177806401159614e-05
000855,323,0,44,198,654,299,0.9256965944272446,-12.865415573120117,3.3681892546155723e-06
001109,325,0,9,72,655,325,1.0,-12.731082916259766,3.6830251701758243e-06
001009,323,0,66,219,654,323,1.0,-11.393190383911133,1.8657347027328797e-05
000199,324,0,28,120,655,282,0.8703703703703703,-13.064887046813965,3.393276983842952e-06
001203,325,0,9,72,655,325,1.0,-13.666394233703613,2.058768359347596e-06
000676,323,0,40,152,654,323,1.0,-10.729616165161133,3.164924419252202e-05
000132,322,0,38,186,654,322,1.0,-11.791667938232422,9.676874469732866e-06
000441,323,0,69,192,654,323,1.0,-12.029781341552734,7.83357972977683e-06
001261,323,0,72,213,654,323,1.0,-10.11176586151123,0.00011209525109734386
000878,323,0,41,186,654,323,1.0,-11.633132934570312,1.1377576811355539e-05
000283,323,0,80,211,654,323,1.0,-12.540331840515137,4.876276307186345e-06
000408,325,0,16,96,655,325,1.0,-11.0400972366333,1.898315895232372e-05
000244,322,0,83,239,654,322,1.0,-11.395561218261719,1.476085526519455e-05
000322,323,0,71,194,654,323,1.0,-11.330817222595215,1.6350655641872436e-05
001105,323,0,18,144,655,323,1.0,-13.70079517364502,1.4557953136318247e-06
000932,322,0,76,246,654,322,1.0,-11.189305305480957,3.177556936861947e-05
